country_name,country_3_letter_code,year,medal_count,gold_count,silver_count,bronze_count,game_location,game_season,GDP,population,region,area_sqkm,coastline_coast_area_ratio,GDP_per_capita,host_country_status
Japan,JPN,1994,5,1,2,2,Norway,Winter,4998797262443.0,125178000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,39933.51277734905,0
Kazakhstan,KAZ,1994,3,1,2,0,Norway,Winter,21250792886.0,16145766.0,C.W. OF IND. STATES ,2717300,0.0,1316.183628946437,0
Netherlands,NED,1994,4,0,1,3,Norway,Winter,379130260322.0,15382838.0,WESTERN EUROPE                     ,41526,1.09,24646.31430962219,0
Norway,NOR,1994,26,10,11,5,Norway,Winter,127131604641.0,4336613.0,WESTERN EUROPE                     ,323802,7.77,29315.875002219473,1
China,CHN,1994,3,0,1,2,Norway,Winter,564321876346.0,1191835000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,473.48993471915156,0
"Korea, Rep.",KOR,1994,6,4,1,1,Norway,Winter,463617399963.0,44641540.0,ASIA (EX. NEAR EAST)         ,98480,2.45,10385.336168129505,0
Russian Federation,RUS,1994,23,11,8,4,Norway,Winter,395077301248.0,148407912.0,C.W. OF IND. STATES ,17075200,0.22,2662.1040342377432,0
Sweden,SWE,1994,3,2,1,0,Norway,Winter,229034457106.0,8780745.0,WESTERN EUROPE                     ,449964,0.72,26083.715801563536,0
Switzerland,SUI,1994,9,3,4,2,Norway,Winter,301376707849.0,6993795.0,WESTERN EUROPE                     ,41290,0.0,43092.01339887715,0
Ukraine,UKR,1994,2,1,0,1,Norway,Winter,52549553403.0,51921400.0,C.W. OF IND. STATES ,603700,0.46,1012.0981599687219,0
United States,USA,1994,13,6,5,2,Norway,Winter,7287236000000.0,263126000.0,NORTHERN AMERICA                   ,9631420,0.21,27694.853416234047,0
Uzbekistan,UZB,1994,1,1,0,0,Norway,Winter,12899156991.0,22377000.0,C.W. OF IND. STATES ,447400,0.0,576.4471104705725,0
Afghanistan,AFG,2012,1,0,0,1,Great Britain,Summer,20203572960.0,30466479.0,ASIA (EX. NEAR EAST)         ,647500,0.0,663.1410528272729,0
Algeria,ALG,2012,1,1,0,0,Great Britain,Summer,209059081828.0,37260563.0,NORTHERN AFRICA                    ,2381740,0.04,5610.733306096315,0
Argentina,ARG,2012,4,1,1,2,Great Britain,Summer,545982375701.0,41733271.0,LATIN AMER. & CARIB    ,2766890,0.18,13082.664325568921,0
Armenia,ARM,2012,2,0,1,1,Great Britain,Summer,10619320693.0,2914421.0,C.W. OF IND. STATES ,29800,0.0,3643.7154045348975,0
Australia,AUS,2012,35,8,15,12,Great Britain,Summer,1546952690140.0,22733465.0,OCEANIA                            ,7686850,0.34,68047.37817750176,0
Azerbaijan,AZE,2012,10,2,2,6,Great Britain,Summer,69679913510.0,9295784.0,C.W. OF IND. STATES ,86600,0.0,7495.861942360107,0
"Bahamas, The",BAH,2012,1,1,0,0,Great Britain,Summer,10720500000.0,382061.0,LATIN AMER. & CARIB    ,13940,25.41,28059.65539534263,0
Bahrain,BRN,2012,1,1,0,0,Great Britain,Summer,30749308511.0,1224939.0,NEAR EAST                          ,665,24.21,25102.726348822267,0
Belarus,BLR,2012,10,2,5,3,Great Britain,Summer,65685903570.0,9446836.0,C.W. OF IND. STATES ,207600,0.0,6953.217306831621,0
Belgium,BEL,2012,3,0,1,2,Great Britain,Summer,496152879925.0,11106932.0,WESTERN EUROPE                     ,30528,0.22,44670.56068453467,0
Botswana,BOT,2012,1,0,1,0,Great Britain,Summer,13907464500.0,2175425.0,SUB-SAHARAN AFRICA                 ,600370,0.0,6392.9873472999525,0
Brazil,BRA,2012,17,3,5,9,Great Britain,Summer,2465228293863.0,199977707.0,LATIN AMER. & CARIB    ,8511965,0.09,12327.515555836431,0
Bulgaria,BUL,2012,3,0,2,1,Great Britain,Summer,54290156342.0,7305888.0,EASTERN EUROPE                     ,110910,0.32,7431.014045383668,0
Cameroon,CMR,2012,1,0,0,1,Great Britain,Summer,30155062303.0,21032684.0,SUB-SAHARAN AFRICA                 ,475440,0.08,1433.7239271507146,0
Canada,CAN,2012,18,2,5,11,Great Britain,Summer,1828366481522.0,34714222.0,NORTHERN AMERICA                   ,9984670,2.02,52669.08996324331,0
Colombia,COL,2012,8,1,3,4,Great Britain,Summer,370691143087.0,45782417.0,LATIN AMER. & CARIB    ,1138910,0.28,8096.801509780491,0
Croatia,CRO,2012,6,3,1,2,Great Britain,Summer,57231455635.0,4267558.0,EASTERN EUROPE                     ,56542,10.32,13410.82081016825,0
Cuba,CUB,2012,15,5,3,7,Great Britain,Summer,73141000000.0,11309290.0,LATIN AMER. & CARIB    ,110860,3.37,6467.337914228037,0
Cyprus,CYP,2012,1,0,1,0,Great Britain,Summer,25047433100.0,1156556.0,NEAR EAST                          ,9250,7.01,21656.91337038587,0
Czechia,CZE,2012,11,4,3,4,Great Britain,Summer,208857719321.0,10510785.0,EASTERN EUROPE                     ,78866,0.0,19870.801212373768,0
Denmark,DEN,2012,9,2,4,3,Great Britain,Summer,327148943812.0,5591572.0,WESTERN EUROPE                     ,43094,16.97,58507.50805176076,0
Dominican Republic,DOM,2012,2,1,1,0,Great Britain,Summer,60681535894.0,10030882.0,LATIN AMER. & CARIB    ,48730,2.64,6049.471611170384,0
"Egypt, Arab Rep.",EGY,2012,4,0,3,1,Great Britain,Summer,279116666667.0,91240376.0,NORTHERN AFRICA                    ,1001450,0.24,3059.1354277956943,0
Estonia,EST,2012,2,0,1,1,Great Britain,Summer,23019150071.0,1322696.0,BALTICS                            ,45226,8.39,17403.205325335526,0
Ethiopia,ETH,2012,7,3,2,2,Great Britain,Summer,43310721414.0,94451280.0,SUB-SAHARAN AFRICA                 ,1127127,0.0,458.55092079217985,0
Finland,FIN,2012,3,0,2,1,Great Britain,Summer,258290060228.0,5413971.0,WESTERN EUROPE                     ,338145,0.37,47708.06127849595,0
France,FRA,2012,35,11,11,13,Great Britain,Summer,2683671716967.0,65662240.0,WESTERN EUROPE                     ,547030,0.63,40870.852364570565,0
Gabon,GAB,2012,1,0,1,0,Great Britain,Summer,17170464001.0,1836705.0,SUB-SAHARAN AFRICA                 ,267667,0.33,9348.51486820148,0
Georgia,GEO,2012,6,1,2,3,Great Britain,Summer,16488819133.0,3728874.0,C.W. OF IND. STATES ,69700,0.44,4421.929819296656,0
Germany,GER,2012,44,11,20,13,Great Britain,Summer,3527143188785.0,80425823.0,WESTERN EUROPE                     ,357021,0.67,43855.854465859804,0
United Kingdom,GBR,2012,65,29,17,19,Great Britain,Summer,2706340967031.0,63700215.0,WESTERN EUROPE                     ,244820,5.08,42485.58606954466,0
Greece,GRE,2012,2,0,0,2,Great Britain,Summer,242029307133.0,11045011.0,WESTERN EUROPE                     ,131940,10.37,21912.998287914786,0
Grenada,GRN,2012,1,1,0,0,Great Britain,Summer,799881481.5,115912.0,LATIN AMER. & CARIB    ,344,35.17,6900.765076092208,0
Guatemala,GUA,2012,1,0,1,0,Great Britain,Summer,49593926849.0,14781942.0,LATIN AMER. & CARIB    ,108890,0.37,3355.034598904528,0
"Hong Kong SAR, China",HKG,2012,1,0,0,1,Great Britain,Summer,262628877166.0,7150100.0,ASIA (EX. NEAR EAST)         ,1092,67.12,36730.797774296865,0
Hungary,HUN,2012,18,8,4,6,Great Britain,Summer,128814279315.0,9920362.0,EASTERN EUROPE                     ,93030,0.0,12984.836573000059,0
India,IND,2012,6,0,2,4,Great Britain,Summer,1827637579585.0,1274487215.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,1434.0179784267195,0
Indonesia,INA,2012,3,0,2,1,Great Britain,Summer,917869913365.0,250222695.0,ASIA (EX. NEAR EAST)         ,1919440,2.85,3668.2120835002597,0
Ireland,IRL,2012,6,1,1,4,Great Britain,Summer,225628699653.0,4599533.0,WESTERN EUROPE                     ,70280,2.06,49054.69743406559,0
"Iran, Islamic Rep.",IRI,2012,13,6,6,1,Great Britain,Summer,644035512199.0,77324451.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,8329.002066875328,0
Italy,ITA,2012,28,8,9,11,Great Britain,Summer,2086957656822.0,59539717.0,WESTERN EUROPE                     ,301230,2.52,35051.521269776946,0
Jamaica,JAM,2012,12,4,5,3,Great Britain,Summer,14807086491.0,2759817.0,LATIN AMER. & CARIB    ,10991,9.3,5365.242148664205,0
Japan,JPN,2012,38,7,14,17,Great Britain,Summer,6272362996105.0,127629000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,49145.28043081902,0
Kazakhstan,KAZ,2012,11,3,1,7,Great Britain,Summer,207998568866.0,16792090.0,C.W. OF IND. STATES ,2717300,0.0,12386.699265308845,0
Kenya,KEN,2012,12,2,4,6,Great Britain,Summer,56396704833.0,43725806.0,SUB-SAHARAN AFRICA                 ,582650,0.09,1289.780795189916,0
Kuwait,KUW,2012,1,0,0,1,Great Britain,Summer,174048271288.0,3394663.0,NEAR EAST                          ,17820,2.8,51271.148649512485,0
Latvia,LAT,2012,2,1,0,1,Great Britain,Summer,28169902669.0,2034319.0,BALTICS                            ,64589,0.82,13847.33793913344,0
Lithuania,LTU,2012,5,2,0,3,Great Britain,Summer,42927454291.0,2987773.0,BALTICS                            ,65200,0.14,14367.709424711984,0
Malaysia,MAS,2012,2,0,1,1,Great Britain,Summer,314443061220.0,29660212.0,ASIA (EX. NEAR EAST)         ,329750,1.42,10601.510913677892,0
Mexico,MEX,2012,8,1,3,4,Great Britain,Summer,1201093787127.0,115755909.0,LATIN AMER. & CARIB    ,1972550,0.47,10376.090495103796,0
Mongolia,MGL,2012,5,0,2,3,Great Britain,Summer,12292770631.0,2792349.0,ASIA (EX. NEAR EAST)         ,1564116,0.0,4402.304522464778,0
Morocco,MAR,2012,1,0,0,1,Great Britain,Summer,106937397478.0,33352169.0,NORTHERN AFRICA                    ,446550,0.41,3206.310134672201,0
Netherlands,NED,2012,20,6,6,8,Great Britain,Summer,838923319920.0,16754962.0,WESTERN EUROPE                     ,41526,1.09,50070.14160461838,0
New Zealand,NZL,2012,13,6,2,5,Great Britain,Summer,176206659723.0,4408100.0,OCEANIA                            ,268680,5.63,39973.38075883033,0
Norway,NOR,2012,4,2,1,1,Great Britain,Summer,512777309841.0,5018573.0,WESTERN EUROPE                     ,323802,7.77,102175.91929837425,0
China,CHN,2012,91,38,31,22,Great Britain,Summer,8532185615747.0,1354190000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,6300.582352363405,0
Poland,POL,2012,11,3,1,7,Great Britain,Summer,495230574357.0,38063164.0,EASTERN EUROPE                     ,312685,0.16,13010.756918605084,0
Portugal,POR,2012,1,0,1,0,Great Britain,Summer,216224240578.0,10514844.0,WESTERN EUROPE                     ,92391,1.94,20563.713601266933,0
Puerto Rico,PUR,2012,2,0,1,1,Great Britain,Summer,101564800000.0,3634488.0,LATIN AMER. & CARIB    ,13790,3.63,27944.733893742392,0
Qatar,QAT,2012,2,0,0,2,Great Britain,Summer,186833502363.0,1905660.0,NEAR EAST                          ,11437,4.92,98041.36223827965,0
"Korea, Rep.",KOR,2012,30,13,9,8,Great Britain,Summer,1278427634343.0,50199853.0,ASIA (EX. NEAR EAST)         ,98480,2.45,25466.76051706765,0
Romania,ROU,2012,9,2,5,2,Great Britain,Summer,179132893143.0,20058035.0,EASTERN EUROPE                     ,237500,0.09,8930.72991162893,0
Russian Federation,RUS,2012,67,20,19,28,Great Britain,Summer,2208293528674.0,143201721.0,C.W. OF IND. STATES ,17075200,0.22,15420.858864356805,0
Saudi Arabia,KSA,2012,1,0,0,1,Great Britain,Summer,741849984943.0,30821543.0,NEAR EAST                          ,1960582,0.13,24069.203314804843,0
Serbia,SRB,2012,4,1,1,2,Great Britain,Summer,43309252921.0,7199077.0,EASTERN EUROPE                     ,88361,0.0,6015.945227561811,0
Singapore,SGP,2012,2,0,0,2,Great Britain,Summer,295092839975.0,5312437.0,ASIA (EX. NEAR EAST)         ,693,27.85,55547.54625325439,0
Slovak Republic,SVK,2012,4,0,1,3,Great Britain,Summer,94623731086.0,5407579.0,EASTERN EUROPE                     ,48845,0.0,17498.353900331367,0
Slovenia,SLO,2012,4,1,1,2,Great Britain,Summer,46577793184.0,2057159.0,EASTERN EUROPE                     ,20273,0.23,22641.805122501468,0
South Africa,RSA,2012,6,4,1,1,Great Britain,Summer,434400545086.0,53145033.0,SUB-SAHARAN AFRICA                 ,1219912,0.23,8173.869138175151,0
Spain,ESP,2012,18,4,10,4,Great Britain,Summer,1324750738725.0,46773055.0,WESTERN EUROPE                     ,504782,0.98,28322.94659232757,0
Sweden,SWE,2012,8,1,4,3,Great Britain,Summer,552483727283.0,9519374.0,WESTERN EUROPE                     ,449964,0.72,58037.821319238006,0
Switzerland,SUI,2012,4,2,2,0,Great Britain,Summer,686420221558.0,7996861.0,WESTERN EUROPE                     ,41290,0.0,85836.20767673716,0
Tajikistan,TJK,2012,1,0,0,1,Great Britain,Summer,7633036366.0,7956382.0,C.W. OF IND. STATES ,143100,0.0,959.3602174958417,0
Thailand,THA,2012,4,0,2,2,Great Britain,Summer,397558329542.0,69157023.0,ASIA (EX. NEAR EAST)         ,514000,0.63,5748.632782269994,0
Trinidad and Tobago,TTO,2012,4,1,1,2,Great Britain,Summer,27121712419.0,1430377.0,LATIN AMER. & CARIB    ,5128,7.06,18961.23359016539,0
Tunisia,TUN,2012,3,2,0,1,Great Britain,Summer,47311411910.0,11174383.0,NORTHERN AFRICA                    ,163610,0.7,4233.917157663202,0
Turkiye,TUR,2012,3,1,1,1,Great Britain,Summer,880555912746.0,75175827.0,NEAR EAST                          ,780580,0.92,11713.285345647078,0
Uganda,UGA,2012,1,1,0,0,Great Britain,Summer,27305915908.0,34273295.0,SUB-SAHARAN AFRICA                 ,236040,0.0,796.7111393287398,0
Ukraine,UKR,2012,19,5,4,10,Great Britain,Summer,182591746211.0,45593342.0,C.W. OF IND. STATES ,603700,0.46,4004.789695192776,0
United States,USA,2012,104,46,28,30,Great Britain,Summer,16253972230000.0,313877662.0,NORTHERN AMERICA                   ,9631420,0.21,51784.41857388373,0
Uzbekistan,UZB,2012,2,0,0,2,Great Britain,Summer,67517349212.0,29774500.0,C.W. OF IND. STATES ,447400,0.0,2267.6232753530708,0
"Venezuela, RB",VEN,2012,1,1,0,0,Great Britain,Summer,381286237848.0,29470426.0,LATIN AMER. & CARIB    ,912050,0.31,12937.927597246135,0
Algeria,ALG,1984,2,0,0,2,United States,Summer,53698548298.0,21393530.0,NORTHERN AFRICA                    ,2381740,0.04,2510.03683347255,0
Australia,AUS,1984,24,4,8,12,United States,Summer,193517245510.0,15579391.0,OCEANIA                            ,7686850,0.34,12421.361368361575,0
Austria,AUT,1984,3,1,1,1,United States,Summer,67985344887.0,7561434.0,WESTERN EUROPE                     ,83870,0.0,8991.065039647241,0
Belgium,BEL,1984,4,1,1,2,United States,Summer,83349530159.0,9855372.0,WESTERN EUROPE                     ,30528,0.22,8457.268803146142,0
Brazil,BRA,1984,8,1,5,2,United States,Summer,188339974087.0,133888775.0,LATIN AMER. & CARIB    ,8511965,0.09,1406.6897997012818,0
Cameroon,CMR,1984,1,0,0,1,United States,Summer,7311938030.0,9508570.0,SUB-SAHARAN AFRICA                 ,475440,0.08,768.9839828701897,0
Canada,CAN,1984,44,10,18,16,United States,Summer,356727872422.0,25607053.0,NORTHERN AMERICA                   ,9984670,2.02,13930.844460000922,0
Colombia,COL,1984,1,0,1,0,United States,Summer,38253120738.0,28689032.0,LATIN AMER. & CARIB    ,1138910,0.28,1333.370911155176,0
Denmark,DEN,1984,6,0,3,3,United States,Summer,59105284415.0,5111619.0,WESTERN EUROPE                     ,43094,16.97,11562.928382377482,0
Dominican Republic,DOM,1984,1,0,0,1,United States,Summer,11594000005.0,6282104.0,LATIN AMER. & CARIB    ,48730,2.64,1845.5600233615999,0
"Egypt, Arab Rep.",EGY,1984,1,0,1,0,United States,Summer,33971188992.0,48676443.0,NORTHERN AFRICA                    ,1001450,0.24,697.8979337500072,0
Germany,FRG,1984,59,17,19,23,United States,Summer,725111123634.0,77858685.0,WESTERN EUROPE                     ,357021,0.67,9313.169412429712,0
Finland,FIN,1984,12,4,2,6,United States,Summer,52888800950.0,4881803.0,WESTERN EUROPE                     ,338145,0.37,10833.866288746187,0
France,FRA,1984,28,5,7,16,United States,Summer,530683779929.0,56275701.0,WESTERN EUROPE                     ,547030,0.63,9430.069648159513,0
United Kingdom,GBR,1984,37,5,11,21,United States,Summer,461483005638.0,56422072.0,WESTERN EUROPE                     ,244820,5.08,8179.121915940981,0
Greece,GRE,1984,2,0,1,1,United States,Summer,48020024184.0,9895801.0,WESTERN EUROPE                     ,131940,10.37,4852.565667397717,0
Iceland,ISL,1984,1,0,0,1,United States,Summer,2864437622.0,239511.0,WESTERN EUROPE                     ,103000,4.83,11959.524289072318,0
Ireland,IRL,1984,1,0,1,0,United States,Summer,20106648455.0,3532423.0,WESTERN EUROPE                     ,70280,2.06,5692.02738601804,0
Italy,ITA,1984,32,14,6,12,United States,Summer,437887689002.0,56576718.0,WESTERN EUROPE                     ,301230,2.52,7739.715283626031,0
Cote d'Ivoire,CIV,1984,1,0,1,0,United States,Summer,6841639250.0,9621405.0,SUB-SAHARAN AFRICA                 ,322460,0.16,711.0852572987002,0
Jamaica,JAM,1984,3,0,1,2,United States,Summer,2373564449.0,2264095.0,LATIN AMER. & CARIB    ,10991,9.3,1048.3502012945569,0
Japan,JPN,1984,32,10,8,14,United States,Summer,1318381627007.0,120083000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,10978.919805526179,0
Kenya,KEN,1984,3,1,0,2,United States,Summer,6191437070.0,18753176.0,SUB-SAHARAN AFRICA                 ,582650,0.09,330.1540533720795,0
Mexico,MEX,1984,6,2,3,1,United States,Summer,184231211497.0,73489654.0,LATIN AMER. & CARIB    ,1972550,0.47,2506.8999712122745,0
Morocco,MAR,1984,2,2,0,0,United States,Summer,14824668236.0,21817271.0,NORTHERN AFRICA                    ,446550,0.41,679.4923267900921,0
Netherlands,NED,1984,13,5,2,6,United States,Summer,143912664148.0,14424211.0,WESTERN EUROPE                     ,41526,1.09,9977.160216804927,0
New Zealand,NZL,1984,11,8,1,2,United States,Summer,21665582141.0,3227100.0,OCEANIA                            ,268680,5.63,6713.638294753804,0
Nigeria,NGR,1984,2,0,1,1,United States,Summer,73484359521.0,81337553.0,SUB-SAHARAN AFRICA                 ,923768,0.09,903.4493516297448,0
Norway,NOR,1984,3,0,1,2,United States,Summer,62058271863.0,4140099.0,WESTERN EUROPE                     ,323802,7.77,14989.562293800222,0
Pakistan,PAK,1984,1,1,0,0,United States,Summer,31151825467.0,94003867.0,ASIA (EX. NEAR EAST)         ,803940,0.13,331.38876581534674,0
China,CHN,1984,32,15,8,9,United States,Summer,259946510957.0,1036825000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,250.71396904684977,0
Peru,PER,1984,1,0,1,0,United States,Summer,17600400385.0,19285646.0,LATIN AMER. & CARIB    ,1285220,0.19,912.6165846350182,0
Portugal,POR,1984,3,1,0,2,United States,Summer,25217969050.0,9996232.0,WESTERN EUROPE                     ,92391,1.94,2522.7474762490506,0
Puerto Rico,PUR,1984,2,0,1,1,United States,Summer,19162600000.0,3344190.0,LATIN AMER. & CARIB    ,13790,3.63,5730.117008902006,0
"Korea, Rep.",KOR,1984,19,6,6,7,United States,Summer,97510235986.0,40405956.0,ASIA (EX. NEAR EAST)         ,98480,2.45,2413.263925397533,0
Spain,ESP,1984,5,1,2,2,United States,Summer,172102910371.0,38330364.0,WESTERN EUROPE                     ,504782,0.98,4489.988938560563,0
Sweden,SWE,1984,19,2,11,6,United States,Summer,109201362589.0,8336605.0,WESTERN EUROPE                     ,449964,0.72,13099.02083510014,0
Switzerland,SUI,1984,8,0,4,4,United States,Summer,109456088574.0,6441865.0,WESTERN EUROPE                     ,41290,0.0,16991.366409261915,0
Syrian Arab Republic,SYR,1984,1,0,1,0,United States,Summer,19195414015.0,10183138.0,NEAR EAST                          ,185180,0.1,1885.019530816532,0
Thailand,THA,1984,1,0,1,0,United States,Summer,41797647303.0,49636724.0,ASIA (EX. NEAR EAST)         ,514000,0.63,842.0710299696652,0
Turkiye,TUR,1984,3,0,0,3,United States,Summer,59990263933.0,48106764.0,NEAR EAST                          ,780580,0.92,1247.0234733103227,0
United States,USA,1984,174,83,61,30,United States,Summer,4037613000000.0,235825000.0,NORTHERN AMERICA                   ,9631420,0.21,17121.22548499947,1
"Venezuela, RB",VEN,1984,3,0,0,3,United States,Summer,59867743468.0,16953234.0,LATIN AMER. & CARIB    ,912050,0.31,3531.34649518788,0
Zambia,ZAM,1984,1,0,0,1,United States,Summer,2719518933.0,6488072.0,SUB-SAHARAN AFRICA                 ,752614,0.0,419.15671296496095,0
Argentina,ARG,1968,2,0,0,2,Mexico,Summer,26436857247.0,23112971.0,LATIN AMER. & CARIB    ,2766890,0.18,1143.8104277896598,0
Australia,AUS,1968,17,5,7,5,Mexico,Summer,32714085238.0,12009000.0,OCEANIA                            ,7686850,0.34,2724.1306718294613,0
Austria,AUT,1968,4,0,2,2,Mexico,Summer,12440625313.0,7415403.0,WESTERN EUROPE                     ,83870,0.0,1677.673528060444,0
Belgium,BEL,1968,2,0,1,1,Mexico,Summer,21376353113.0,9618756.0,WESTERN EUROPE                     ,30528,0.22,2222.361510469753,0
Brazil,BRA,1968,3,0,1,2,Mexico,Summer,33930457425.0,91659246.0,LATIN AMER. & CARIB    ,8511965,0.09,370.18041175027776,0
Cameroon,CMR,1968,1,0,1,0,Mexico,Summer,1046191219.0,6127193.0,SUB-SAHARAN AFRICA                 ,475440,0.08,170.7455957401701,0
Canada,CAN,1968,5,1,3,1,Mexico,Summer,71830047239.0,20744000.0,NORTHERN AMERICA                   ,9984670,2.02,3462.6902834072503,0
Denmark,DEN,1968,8,1,4,3,Mexico,Summer,13505573855.0,4864883.0,WESTERN EUROPE                     ,43094,16.97,2776.1353880453034,0
Finland,FIN,1968,4,1,2,1,Mexico,Summer,8823033880.0,4626469.0,WESTERN EUROPE                     ,338145,0.37,1907.0772721053572,0
France,FRA,1968,15,7,3,5,Mexico,Summer,129785441507.0,50817020.0,WESTERN EUROPE                     ,547030,0.63,2553.9758432706208,0
United Kingdom,GBR,1968,13,5,5,3,Mexico,Summer,107759913943.0,55211700.0,WESTERN EUROPE                     ,244820,5.08,1951.7586660617224,0
Greece,GRE,1968,1,0,0,1,Mexico,Summer,10090675903.0,8740765.0,WESTERN EUROPE                     ,131940,10.37,1154.4385306091629,0
India,IND,1968,1,0,0,1,Mexico,Summer,53085455825.0,533431909.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,99.51683603726825,0
"Iran, Islamic Rep.",IRI,1968,5,2,1,2,Mexico,Summer,8623172951.0,26875302.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,320.85864378379824,0
Italy,ITA,1968,16,3,4,9,Mexico,Summer,87942231678.0,53235750.0,WESTERN EUROPE                     ,301230,2.52,1651.9393767909721,0
Jamaica,JAM,1968,1,0,1,0,Mexico,Summer,1083839133.0,1812209.0,LATIN AMER. & CARIB    ,10991,9.3,598.0762334807961,0
Japan,JPN,1968,25,11,7,7,Mexico,Summer,146601072539.0,101011000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,1451.337701230559,0
Kenya,KEN,1968,9,3,4,2,Mexico,Summer,1353295458.0,10613877.0,SUB-SAHARAN AFRICA                 ,582650,0.09,127.50246286064932,0
Mexico,MEX,1968,9,3,3,3,Mexico,Summer,29359999971.0,47170337.0,LATIN AMER. & CARIB    ,1972550,0.47,622.4250628313298,1
Netherlands,NED,1968,7,3,3,1,Mexico,Summer,27817605743.0,12729721.0,WESTERN EUROPE                     ,41526,1.09,2185.248658866915,0
New Zealand,NZL,1968,3,1,0,2,Mexico,Summer,5180597709.0,2748100.0,OCEANIA                            ,268680,5.63,1885.1561839088824,0
Norway,NOR,1968,2,1,1,0,Mexico,Summer,10159934037.0,3816486.0,WESTERN EUROPE                     ,323802,7.77,2662.117465385698,0
Pakistan,PAK,1968,1,1,0,0,Mexico,Summer,8041999160.0,56124743.0,ASIA (EX. NEAR EAST)         ,803940,0.13,143.2879462806627,0
"Korea, Rep.",KOR,1968,2,0,1,1,Mexico,Summer,6119284294.0,30838302.0,ASIA (EX. NEAR EAST)         ,98480,2.45,198.43129800077838,0
Sweden,SWE,1968,4,2,1,1,Mexico,Summer,31066820769.0,7912273.0,WESTERN EUROPE                     ,449964,0.72,3926.409107597779,0
Switzerland,SUI,1968,5,0,1,4,Mexico,Summer,18942730098.0,6067714.0,WESTERN EUROPE                     ,41290,0.0,3121.8890834340577,0
Tunisia,TUN,1968,2,1,0,1,Mexico,Summer,1214666668.0,4785003.0,NORTHERN AFRICA                    ,163610,0.7,253.84867428505268,0
Turkiye,TUR,1968,2,2,0,0,Mexico,Summer,17422566374.0,33884075.0,NEAR EAST                          ,780580,0.92,514.181555022529,0
Uganda,UGA,1968,2,0,1,1,Mexico,Summer,1037379251.0,9696370.0,SUB-SAHARAN AFRICA                 ,236040,0.0,106.98635169656274,0
United States,USA,1968,107,45,28,34,Mexico,Summer,942500000000.0,200706000.0,NORTHERN AMERICA                   ,9631420,0.21,4695.923390431776,0
"Venezuela, RB",VEN,1968,1,1,0,0,Mexico,Summer,10034444444.0,10672654.0,LATIN AMER. & CARIB    ,912050,0.31,940.2014198155398,0
Australia,AUS,1976,5,0,1,4,Canada,Summer,105060650224.0,14033000.0,OCEANIA                            ,7686850,0.34,7486.684972849712,0
Austria,AUT,1976,1,0,0,1,Canada,Summer,42959976222.0,7565525.0,WESTERN EUROPE                     ,83870,0.0,5678.386658163181,0
Belgium,BEL,1976,6,0,3,3,Canada,Summer,71113882968.0,9818227.0,WESTERN EUROPE                     ,30528,0.22,7243.047341235846,0
Bermuda,BER,1976,1,0,0,1,Canada,Summer,386300000.0,53200.0,NORTHERN AMERICA                   ,53,194.34,7261.278195488721,0
Brazil,BRA,1976,2,0,0,2,Canada,Summer,153168949208.0,111286504.0,LATIN AMER. & CARIB    ,8511965,0.09,1376.3479281189389,0
Canada,CAN,1976,11,0,5,6,Canada,Summer,207265662815.0,23449808.0,NORTHERN AMERICA                   ,9984670,2.02,8838.693383544974,1
Cuba,CUB,1976,13,6,4,3,Canada,Summer,13789579903.0,9600862.0,LATIN AMER. & CARIB    ,110860,3.37,1436.285606750727,0
Denmark,DEN,1976,3,1,0,2,Canada,Summer,44575708131.0,5072596.0,WESTERN EUROPE                     ,43094,16.97,8787.55338114843,0
Germany,FRG,1976,39,10,12,17,Canada,Summer,519754453161.0,78336950.0,WESTERN EUROPE                     ,357021,0.67,6634.85689908785,0
Finland,FIN,1976,6,4,2,0,Canada,Summer,31849513771.0,4725664.0,WESTERN EUROPE                     ,338145,0.37,6739.690712458609,0
France,FRA,1976,9,2,3,4,Canada,Summer,372319038514.0,53966558.0,WESTERN EUROPE                     ,547030,0.63,6899.069577755913,0
Germany,GDR,1976,90,40,25,25,Canada,Summer,519754453161.0,78336950.0,WESTERN EUROPE                     ,357021,0.67,6634.85689908785,0
United Kingdom,GBR,1976,13,3,5,5,Canada,Summer,232610445457.0,56211968.0,WESTERN EUROPE                     ,244820,5.08,4138.0946750876965,0
"Iran, Islamic Rep.",IRI,1976,2,0,1,1,Canada,Summer,68055295081.0,33841060.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,2011.0272869998753,0
Italy,ITA,1976,13,2,7,4,Canada,Summer,224717278437.0,55718260.0,WESTERN EUROPE                     ,301230,2.52,4033.099354448613,0
Jamaica,JAM,1976,2,1,1,0,Canada,Summer,2966042856.0,2029486.0,LATIN AMER. & CARIB    ,10991,9.3,1461.4749034977328,0
